age,fnlwgt,educational-num,hours-per-week,log-capital-gain,log-capital-loss,private_workclass,postgrad_education,after_HS_education,school_education,married,occupation_cat_blue_collar,occupation_cat_others,occupation_cat_service,occupation_cat_white_collar,relationship_Husband,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,race_white,gender_male,country_US,high_income
22,259109,13,18,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,True,True,False
36,43712,11,50,0.0,0.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
21,431745,10,10,0.0,0.0,True,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,False,True,False
18,163085,9,20,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,True,True,True,False
57,161964,8,40,0.0,0.0,True,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
36,165799,14,50,0.0,0.0,True,1,0,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
68,140852,9,40,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
30,243190,15,20,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,False,True,False,True
41,153132,15,40,9.617470759403409,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
50,98815,11,46,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
58,200042,10,40,9.617470759403409,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
61,195453,9,50,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
42,56483,12,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
44,116632,12,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,True,True,True,False
48,370119,10,40,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
32,287229,10,30,0.0,0.0,False,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,False,False,False
22,408383,10,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,True,True,True,False
21,170456,10,35,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,True,True,False,False
32,181212,10,65,0.0,0.0,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,True,False,True,False
35,98389,10,10,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,True,True,True,False
59,653215,7,40,0.0,0.0,True,0,0,1,0,1,0,0,0,0,0,0,0,1,0,True,False,True,False
50,233363,7,40,0.0,0.0,True,0,0,1,0,0,0,1,0,0,0,0,0,1,0,True,False,True,False
27,165412,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
18,120283,8,24,0.0,0.0,True,0,0,1,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
49,144844,9,52,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
38,682947,13,55,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,True
41,206470,13,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,False,False
20,165097,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
44,438696,13,45,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
40,209040,13,40,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
31,57781,9,50,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
43,60001,10,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
46,145290,10,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
54,21698,13,40,0.0,0.0,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
59,184553,9,45,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
25,190628,10,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,False,False
24,198349,7,30,0.0,0.0,True,0,0,1,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
46,155489,9,43,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
22,168997,11,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
61,167138,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
20,42279,10,30,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,True,False,True,False
36,116608,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
22,228724,11,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
40,55191,10,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,False,False,True,False
59,230899,5,40,0.0,0.0,True,0,0,1,0,1,0,0,0,0,0,0,0,1,0,True,False,False,False
45,432824,9,90,8.895492631451633,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
41,197033,10,35,0.0,0.0,True,0,1,0,1,0,0,1,0,1,0,0,0,0,0,True,True,True,False
45,86644,13,55,0.0,0.0,False,0,1,0,1,0,0,0,1,0,0,0,0,0,1,True,False,True,False
54,182187,11,38,9.617470759403409,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,False,True,False,True
31,399052,5,42,0.0,0.0,True,0,0,1,1,1,0,0,0,0,0,0,0,0,1,True,False,True,False
35,176279,10,30,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
19,41163,9,38,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
37,238802,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
63,31389,7,12,0.0,0.0,True,0,0,1,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
20,164574,9,30,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,True,True,True,False
28,159623,10,30,0.0,0.0,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,True,True,False
34,200401,9,25,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,True,True,False,False
43,300099,13,34,0.0,0.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
29,148069,11,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
27,179565,13,37,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
34,170276,13,10,0.0,0.0,False,0,1,0,1,0,1,0,0,0,0,0,0,0,1,True,False,True,True
49,191821,10,32,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
23,186666,10,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
35,192251,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
44,286750,10,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,False,True,True,False
42,152676,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,True,True,False
64,119182,9,40,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,False,False
47,185399,9,38,0.0,0.0,True,0,1,0,1,0,0,1,0,0,0,0,0,0,1,True,False,True,False
60,96073,9,30,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
39,176050,10,47,0.0,7.522400231387125,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
23,348420,13,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
22,154713,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,True,True,False
64,212513,13,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
18,155905,14,60,0.0,0.0,False,1,0,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
24,205839,10,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,True,True,True,False
48,149640,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
49,128736,13,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
43,102180,14,50,0.0,0.0,True,1,0,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
30,151868,5,40,0.0,0.0,True,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
27,358636,10,70,7.948031990637284,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
51,249449,13,55,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
47,139268,4,45,0.0,0.0,False,0,0,1,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
23,227594,13,38,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
57,46699,9,40,0.0,0.0,True,0,1,0,1,0,0,0,1,0,0,0,0,0,1,True,False,True,False
74,173929,16,25,0.0,0.0,False,1,0,0,1,0,0,0,1,0,1,0,0,0,0,True,True,True,True
31,259931,4,40,0.0,0.0,True,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
46,206357,3,40,0.0,0.0,False,0,0,1,1,0,1,0,0,0,0,0,0,0,1,True,False,False,False
35,177482,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,False,True,True,False
31,356689,13,40,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
17,130806,6,24,0.0,0.0,True,0,0,1,0,1,0,0,0,0,0,0,1,0,0,True,True,True,False
30,279923,10,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,False,True,True,False
23,113309,10,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
49,226871,9,40,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,False,True,True,True
47,168283,13,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
32,207201,13,45,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,True
42,358677,9,35,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,0,1,0,False,True,True,False
20,219262,5,50,0.0,0.0,True,0,0,1,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
35,35751,2,15,0.0,0.0,False,0,0,1,1,0,1,0,0,1,0,0,0,0,0,True,True,True,False
65,178878,9,48,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
66,134130,13,12,0.0,0.0,True,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,True,True,False
52,163998,9,45,11.512925464970229,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
42,203233,15,99,11.512925464970229,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
33,152875,13,40,0.0,0.0,False,0,1,0,1,0,1,0,0,0,0,0,0,0,1,False,False,False,False
35,190023,7,40,0.0,0.0,True,0,0,1,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
24,190483,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
19,97215,10,25,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
64,207658,12,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
20,26585,9,25,0.0,0.0,False,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,False,True,False
28,264076,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
43,184321,6,40,0.0,7.543273346705446,True,0,0,1,1,1,0,0,0,1,0,0,0,0,0,False,True,True,True
28,115464,9,40,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,False,False,True,False
47,219632,12,40,0.0,7.25063551189868,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
54,166398,10,35,0.0,0.0,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False
29,156819,12,35,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
36,247547,9,40,0.0,0.0,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False
17,170916,6,40,0.0,7.3796321526095525,False,0,0,1,0,1,0,0,0,0,0,0,1,0,0,True,False,True,False
84,188328,9,16,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
32,99309,9,40,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
50,92079,10,45,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
29,180271,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,True,True,False
28,168524,11,40,0.0,0.0,False,0,1,0,1,0,1,0,0,0,0,0,1,0,0,True,False,True,False
17,160758,6,30,0.0,0.0,True,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,True,True,False
37,217689,10,32,0.0,0.0,False,0,1,0,1,0,0,1,0,1,0,0,0,0,0,False,True,True,False
44,374423,14,40,0.0,7.551186867296149,True,1,0,0,1,0,0,0,1,1,0,0,0,0,0,False,True,True,True
84,163685,9,33,0.0,0.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
36,289148,10,40,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,0,1,0,True,False,True,False
45,176841,9,40,0.0,0.0,True,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,False,False,False
59,145574,7,40,0.0,0.0,True,0,0,1,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
41,221172,13,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
32,103608,13,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,False,True,True,False
23,197387,9,37,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,True,True,False,False
32,199046,11,2,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,True,False,True,False
46,136878,13,40,0.0,0.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
45,116360,9,35,0.0,0.0,True,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,False,True,False
77,149912,13,10,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
19,206399,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,False,False,True,False
22,445758,3,40,0.0,0.0,True,0,0,1,0,1,0,0,0,0,1,0,0,0,0,True,True,False,False
37,258836,10,40,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,0,1,0,False,False,True,False
46,98350,6,37,0.0,0.0,True,0,0,1,1,0,0,1,0,0,1,0,0,0,0,False,True,False,False
21,191243,10,40,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,True,True,True,False
47,55377,9,40,0.0,0.0,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,False,True,True,False
36,187983,9,40,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,True,False,True,False
36,238415,11,50,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
30,105908,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
46,201595,9,70,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
45,30219,10,40,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
26,58350,13,50,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
21,109952,6,50,0.0,0.0,True,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
41,283116,9,50,7.317876198626496,0.0,True,0,1,0,0,1,0,0,0,0,0,0,0,1,0,True,False,True,False
32,313835,14,40,0.0,0.0,True,1,0,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
38,70282,14,2,9.617470759403409,0.0,False,1,0,0,1,0,1,0,0,0,0,0,0,0,1,False,False,True,True
32,302845,9,48,0.0,0.0,True,0,1,0,1,0,0,0,1,0,0,0,0,0,1,True,False,True,False
32,123429,6,40,0.0,0.0,True,0,0,1,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
18,156874,8,27,0.0,0.0,True,0,0,1,0,0,0,1,0,0,0,0,1,0,0,True,True,True,False
65,101104,9,10,9.147081032336992,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
71,110380,9,52,0.0,7.811163385025279,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
54,256916,9,45,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
28,92262,13,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
33,322873,9,50,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
59,159770,12,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
19,50626,10,20,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,False,False,True,False
36,74593,10,40,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
63,177832,9,80,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
33,72338,15,65,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,False,True,False,True
28,61523,9,55,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
20,144685,10,40,0.0,7.3796321526095525,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,False,False,False,False
43,147510,13,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,True,True,False
28,411587,10,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,True,True,False,False
36,198841,14,40,0.0,0.0,True,1,0,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
26,164170,10,35,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,1,0,0,0,False,False,False,False
53,104501,16,40,0.0,0.0,False,1,0,0,1,0,0,0,1,1,0,0,0,0,0,True,True,False,True
45,187581,10,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
33,149902,10,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False
40,108765,9,40,0.0,0.0,False,0,1,0,1,0,0,0,1,0,0,0,0,0,1,False,False,True,False
60,142494,6,40,0.0,0.0,False,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
23,173945,13,27,0.0,0.0,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
44,136986,10,60,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
36,358682,13,50,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,1,0,0,0,True,True,False,False
39,91711,14,40,0.0,0.0,True,1,0,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
20,151780,11,35,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,False,False,True,False
20,167787,10,20,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
20,113588,9,24,0.0,0.0,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
23,87528,13,45,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
23,265077,11,40,0.0,0.0,True,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,False,True,False
29,161155,12,50,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
43,351576,13,50,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,True
44,335183,8,40,0.0,0.0,False,0,0,1,1,1,0,0,0,1,0,0,0,0,0,False,True,True,True
25,187577,12,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
53,123011,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,True
59,424468,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,False,False
53,20676,9,48,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,False,True,True,False
45,133969,9,50,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,False,True,False,True
71,149040,8,40,0.0,0.0,True,0,0,1,0,0,0,1,0,0,1,0,0,0,0,True,False,True,False
31,110083,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
30,112358,10,40,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
46,72506,9,40,0.0,0.0,False,0,1,0,1,0,0,1,0,0,0,0,0,0,1,False,False,True,False
28,129624,10,40,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,True,True,True,False
23,77581,13,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,True,True,False
24,268525,13,32,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
63,158609,11,8,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
37,210830,11,38,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
30,131588,9,45,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,False,False,True,False
29,133937,16,40,0.0,0.0,True,1,0,0,0,0,0,0,1,0,0,0,1,0,0,True,True,True,False
19,236570,9,16,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
43,175485,10,40,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
35,148903,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
33,236481,13,10,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,False,True,False,False
36,362067,11,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False
24,96279,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,True,False,True,False
21,138768,10,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,True,True,False
49,242987,13,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,False,False
58,197642,10,39,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
31,103435,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
46,105327,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
25,264300,11,36,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
36,278576,9,50,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
20,189148,9,48,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
37,506830,13,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,False,False,True,False
42,210525,14,40,0.0,0.0,True,1,0,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
34,316470,10,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
69,50468,15,34,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
49,156926,11,45,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,True
54,220054,13,40,0.0,7.551186867296149,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
26,162487,13,20,0.0,0.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,False,False
34,249948,10,34,0.0,0.0,True,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,False,True,False
21,184568,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
54,326156,10,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
82,29441,4,5,0.0,0.0,False,0,0,1,0,0,1,0,0,0,1,0,0,0,0,True,True,True,False
39,199816,9,50,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
25,120238,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,0,1,0,0,0,0,True,True,False,False
64,265786,3,40,0.0,0.0,True,0,0,1,1,0,0,1,0,1,0,0,0,0,0,False,True,True,False
55,119344,9,40,0.0,0.0,True,0,1,0,1,0,0,0,1,0,0,0,1,0,0,True,False,True,False
18,111019,6,24,0.0,0.0,True,0,0,1,0,0,0,1,0,0,0,0,1,0,0,True,True,True,False
51,115025,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
19,39460,9,60,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,True,True,True,False
30,194901,15,55,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,True,True,False
34,114185,13,50,0.0,0.0,False,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,False,False
23,103064,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
48,30575,11,70,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
81,143732,2,30,0.0,0.0,False,0,0,1,0,0,1,0,0,0,1,0,0,0,0,True,True,True,False
38,216572,9,40,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,0,1,0,False,False,True,False
42,182302,9,40,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
68,420526,14,5,0.0,0.0,False,1,0,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
24,200679,9,50,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,False,True,True,False
38,20308,9,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
45,54098,9,45,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
22,213291,12,25,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,True,True,True,False
59,35723,13,40,11.512925464970229,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
42,155657,9,25,0.0,0.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,False,False,True,False
